"session_id";"expires";"data"
"SluM_GMHInwEIw59shIJDR6K4TbIf0Ob";1655259353;"{""cookie"":{""originalMaxAge"":86400000,""expires"":""2022-06-15T02:15:23.333Z"",""httpOnly"":true,""path"":""/""},""flash"":{},""csrfSecret"":""WEDDg4jZsEuJnjvNsbNtUOko"",""user"":{""avatar"":""https://gravatar.com/avatar/8851487387dc9bb6f6530a170267b97f?s=128"",""username"":""pizza"",""_id"":4}}"
